case_id,variant_id,query_text,canonical_query,query_variant_family,variant_operator,variant_subtype,severity,query_types,intended_poi_id,acceptable_poi_ids,primary_sampling_stratum,review_status,generator_version
g150-133,g150-133-v3,Bến xe Biên Hoà Nguyễn Ái Quốc,Bến xe Biên Hòa Nguyễn Ái Quốc,ORTHOGRAPHIC_IME,partial_diacritics,,SINGLE,partial|landmark|street|typo|lang_vi,osm:way/970251629,osm:way/970251629,code_transit_landmark,accepted,search20-stage1-query-variants@1
g150-133,g150-133-v4,BX Biên Hòa,Bến xe Biên Hòa Nguyễn Ái Quốc,ALIAS,abbreviation,,CLEAN,abbreviation|landmark|street|lang_vi,osm:way/970251629,osm:way/970251629,code_transit_landmark,accepted,search20-stage1-query-variants@1
g150-133,g150-133-v5,Bến xee Biên Hòa Nguyễn Ái Quốc,Bến xe Biên Hòa Nguyễn Ái Quốc,ORTHOGRAPHIC_IME,telex_leftover,telex_vowel_marker,SINGLE,partial|landmark|street|typo|lang_vi,osm:way/970251629,osm:way/970251629,code_transit_landmark,accepted,search20-stage1-query-variants@1
g150-133,g150-133-v6,Bến se Biên Hòa Nguyễn Ái Quốc,Bến xe Biên Hòa Nguyễn Ái Quốc,PHONOLOGICAL,phonological_confusion,,SINGLE,partial|landmark|street|typo|lang_vi,osm:way/970251629,osm:way/970251629,code_transit_landmark,accepted,search20-stage1-query-variants@1
g150-134,g150-134-v1,Bến xe Thành Bưởi Lữ Gia Đà Lạt,Bến xe Thành Bưởi Lữ Gia Đà Lạt,CLEAN,canonical,,CLEAN,exact_name|landmark|street|name_area|lang_vi,osm:node/3893537788,osm:node/3893537788,code_transit_landmark,accepted,search20-stage1-query-variants@1
g150-134,g150-134-v2,Ben xe Thanh Buoi Lu Gia Da Lat,Bến xe Thành Bưởi Lữ Gia Đà Lạt,ORTHOGRAPHIC_IME,strip_diacritics,,SINGLE,partial|landmark|street|name_area|typo|lang_vi,osm:node/3893537788,osm:node/3893537788,code_transit_landmark,accepted,search20-stage1-query-variants@1
g150-134,g150-134-v3,Nhà xe Thành Bưởi Lữ Gia,Bến xe Thành Bưởi Lữ Gia Đà Lạt,ALIAS,short_name,,CLEAN,short_name|landmark|street|name_area|lang_vi,osm:node/3893537788,osm:node/3893537788,code_transit_landmark,accepted,search20-stage1-query-variants@1
g150-134,g150-134-v4,Bến xe Thành Bưởi Phường 9 Đà Lạt,Bến xe Thành Bưởi Lữ Gia Đà Lạt,ALIAS,name_area,,CLEAN,name_area|landmark|street|lang_vi,osm:node/3893537788,osm:node/3893537788,code_transit_landmark,accepted,search20-stage1-query-variants@1
g150-134,g150-134-v5,Bến xe Thành Buowir Lữ Gia Đà Lạt,Bến xe Thành Bưởi Lữ Gia Đà Lạt,ORTHOGRAPHIC_IME,telex_leftover,telex_vowel_marker,SINGLE,partial|landmark|street|name_area|typo|lang_vi,osm:node/3893537788,osm:node/3893537788,code_transit_landmark,accepted,search20-stage1-query-variants@1
g150-134,g150-134-v6,Bến xe Thành Bưởi Lữ Gis Đà Lạt,Bến xe Thành Bưởi Lữ Gia Đà Lạt,MECHANICAL_TYPO,adjacent_key,,SINGLE,partial|landmark|street|name_area|typo|lang_vi,osm:node/3893537788,osm:node/3893537788,code_transit_landmark,accepted,search20-stage1-query-variants@1
g150-135,g150-135-v1,Đình Hà Liễu Tôn Thất Thuyết Bắc Ninh,Đình Hà Liễu Tôn Thất Thuyết Bắc Ninh,CLEAN,canonical,,CLEAN,exact_name|landmark|street|name_area|lang_vi,osm:way/1327195096,osm:way/1327195096,code_transit_landmark,accepted,search20-stage1-query-variants@1
g150-135,g150-135-v2,Dinh Ha Lieu Ton That Thuyet Bac Ninh,Đình Hà Liễu Tôn Thất Thuyết Bắc Ninh,ORTHOGRAPHIC_IME,strip_diacritics,,SINGLE,partial|landmark|street|name_area|typo|lang_vi,osm:way/1327195096,osm:way/1327195096,code_transit_landmark,accepted,search20-stage1-query-variants@1
g150-135,g150-135-v3,Đình làng Hà Liễu Phương Liễu,Đình Hà Liễu Tôn Thất Thuyết Bắc Ninh,ALIAS,name_area,,CLEAN,name_area|landmark|street|lang_vi,osm:way/1327195096,osm:way/1327195096,code_transit_landmark,accepted,search20-stage1-query-variants@1
g150-135,g150-135-v4,Đình Hà Liễu Quế Võ,Đình Hà Liễu Tôn Thất Thuyết Bắc Ninh,ALIAS,name_area,,CLEAN,name_area|landmark|street|lang_vi,osm:way/1327195096,osm:way/1327195096,code_transit_landmark,accepted,search20-stage1-query-variants@1
g150-135,g150-135-v5,Đình Hà Lieeux Tôn Thất Thuyết Bắc Ninh,Đình Hà Liễu Tôn Thất Thuyết Bắc Ninh,ORTHOGRAPHIC_IME,telex_leftover,telex_vowel_marker,SINGLE,partial|landmark|street|name_area|typo|lang_vi,osm:way/1327195096,osm:way/1327195096,code_transit_landmark,accepted,search20-stage1-query-variants@1
g150-135,g150-135-v6,Đình Hà Niễu Tôn Thất Thuyết Bắc Ninh,Đình Hà Liễu Tôn Thất Thuyết Bắc Ninh,PHONOLOGICAL,phonological_confusion,,SINGLE,partial|landmark|street|name_area|typo|lang_vi,osm:way/1327195096,osm:way/1327195096,code_transit_landmark,accepted,search20-stage1-query-variants@1
g150-136,g150-136-v1,Bến xe Bờ Kè Hàm Tiến Mũi Né,Bến xe Bờ Kè Hàm Tiến Mũi Né,CLEAN,canonical,,CLEAN,exact_name|landmark|street|name_area|lang_vi,osm:node/5512213573,osm:node/5512213573,code_transit_landmark,accepted,search20-stage1-query-variants@1
g150-136,g150-136-v2,Ben xe Bo Ke Ham Tien Mui Ne,Bến xe Bờ Kè Hàm Tiến Mũi Né,ORTHOGRAPHIC_IME,strip_diacritics,,SINGLE,partial|landmark|street|name_area|typo|lang_vi,osm:node/5512213573,osm:node/5512213573,code_transit_landmark,accepted,search20-stage1-query-variants@1
g150-136,g150-136-v3,Trạm xe Bờ Kè Mũi Né,Bến xe Bờ Kè Hàm Tiến Mũi Né,ALIAS,short_name,,CLEAN,short_name|landmark|street|name_area|lang_vi,osm:node/5512213573,osm:node/5512213573,code_transit_landmark,accepted,search20-stage1-query-variants@1
g150-136,g150-136-v4,Trung tâm Bờ Kè Nguyễn Đình Chiểu Phan Thiết,Bến xe Bờ Kè Hàm Tiến Mũi Né,ALIAS,name_address,,CLEAN,name_address|landmark|name_area|lang_vi,osm:node/5512213573,osm:node/5512213573,code_transit_landmark,accepted,search20-stage1-query-variants@1
g150-136,g150-136-v5,Bến xe Bờ Keff Hàm Tiến Mũi Né,Bến xe Bờ Kè Hàm Tiến Mũi Né,ORTHOGRAPHIC_IME,telex_leftover,telex_tone_marker,SINGLE,partial|landmark|street|name_area|typo|lang_vi,osm:node/5512213573,osm:node/5512213573,code_transit_landmark,accepted,search20-stage1-query-variants@1
g150-136,g150-136-v6,Bến xe Bờ Kè Hsm Tiến Mũi Né,Bến xe Bờ Kè Hàm Tiến Mũi Né,MECHANICAL_TYPO,adjacent_key,,SINGLE,partial|landmark|street|name_area|typo|lang_vi,osm:node/5512213573,osm:node/5512213573,code_transit_landmark,accepted,search20-stage1-query-variants@1
g150-137,g150-137-v1,Đình làng Hữu Chấp Kinh Bắc Bắc Ninh,Đình làng Hữu Chấp Kinh Bắc Bắc Ninh,CLEAN,canonical,,CLEAN,exact_name|landmark|name_area|lang_vi,osm:way/1416432466,osm:way/1416432466,code_transit_landmark,accepted,search20-stage1-query-variants@1
g150-137,g150-137-v2,Dinh lang Huu Chap Kinh Bac Bac Ninh,Đình làng Hữu Chấp Kinh Bắc Bắc Ninh,ORTHOGRAPHIC_IME,strip_diacritics,,SINGLE,partial|landmark|name_area|typo|lang_vi,osm:way/1416432466,osm:way/1416432466,code_transit_landmark,accepted,search20-stage1-query-variants@1
g150-137,g150-137-v3,Đình Hữu Chấp Đường Hữu Chấp,Đình làng Hữu Chấp Kinh Bắc Bắc Ninh,ALIAS,name_address,,CLEAN,name_address|landmark|name_area|lang_vi,osm:way/1416432466,osm:way/1416432466,code_transit_landmark,accepted,search20-stage1-query-variants@1
g150-137,g150-137-v4,Đình làng Hữu Chấp Thành phố Bắc Ninh,Đình làng Hữu Chấp Kinh Bắc Bắc Ninh,ALIAS,name_area,,CLEAN,name_area|landmark|lang_vi,osm:way/1416432466,osm:way/1416432466,code_transit_landmark,accepted,search20-stage1-query-variants@1
g150-137,g150-137-v5,Đình làng Hữu Chaaps Kinh Bắc Bắc Ninh,Đình làng Hữu Chấp Kinh Bắc Bắc Ninh,ORTHOGRAPHIC_IME,telex_leftover,telex_vowel_marker,SINGLE,partial|landmark|name_area|typo|lang_vi,osm:way/1416432466,osm:way/1416432466,code_transit_landmark,accepted,search20-stage1-query-variants@1
g150-137,g150-137-v6,Đình làng Hữu Trấp Kinh Bắc Bắc Ninh,Đình làng Hữu Chấp Kinh Bắc Bắc Ninh,PHONOLOGICAL,phonological_confusion,,SINGLE,partial|landmark|name_area|typo|lang_vi,osm:way/1416432466,osm:way/1416432466,code_transit_landmark,accepted,search20-stage1-query-variants@1
g150-138,g150-138-v1,Dinh III Bảo Đại Triệu Việt Vương Đà Lạt,Dinh III Bảo Đại Triệu Việt Vương Đà Lạt,CLEAN,canonical,,CLEAN,exact_name|landmark|street|name_area|lang_vi,osm:node/5274759821,osm:node/5274759821,code_transit_landmark,accepted,search20-stage1-query-variants@1
g150-138,g150-138-v2,Dinh III Bao Dai Trieu Viet Vuong Da Lat,Dinh III Bảo Đại Triệu Việt Vương Đà Lạt,ORTHOGRAPHIC_IME,strip_diacritics,,SINGLE,partial|landmark|street|name_area|typo|lang_vi,osm:node/5274759821,osm:node/5274759821,code_transit_landmark,accepted,search20-stage1-query-variants@1
g150-138,g150-138-v3,Dinh 3 Bảo Đại Đà Lạt,Dinh III Bảo Đại Triệu Việt Vương Đà Lạt,ALIAS,short_name,,CLEAN,short_name|landmark|street|name_area|lang_vi,osm:node/5274759821,osm:node/5274759821,code_transit_landmark,accepted,search20-stage1-query-variants@1
g150-138,g150-138-v4,Biệt điện Dinh III Bảo Đại,Dinh III Bảo Đại Triệu Việt Vương Đà Lạt,ALIAS,short_name,,CLEAN,short_name|landmark|street|name_area|lang_vi,osm:node/5274759821,osm:node/5274759821,code_transit_landmark,accepted,search20-stage1-query-variants@1
g150-138,g150-138-v5,Dinh III Bảo Ddaaij Triệu Việt Vương Đà Lạt,Dinh III Bảo Đại Triệu Việt Vương Đà Lạt,ORTHOGRAPHIC_IME,telex_leftover,telex_dd,SINGLE,partial|landmark|street|name_area|typo|lang_vi,osm:node/5274759821,osm:node/5274759821,code_transit_landmark,accepted,search20-stage1-query-variants@1
g150-138,g150-138-v6,Dinh III Bảo Đại Chiệu Việt Vương Đà Lạt,Dinh III Bảo Đại Triệu Việt Vương Đà Lạt,PHONOLOGICAL,phonological_confusion,,SINGLE,partial|landmark|street|name_area|typo|lang_vi,osm:node/5274759821,osm:node/5274759821,code_transit_landmark,accepted,search20-stage1-query-variants@1
g150-139,g150-139-v1,Đình Y Na Âu Cơ Kinh Bắc Bắc Ninh,Đình Y Na Âu Cơ Kinh Bắc Bắc Ninh,CLEAN,canonical,,CLEAN,exact_name|landmark|street|name_area|lang_vi,osm:way/1415901265,osm:way/1415901265,code_transit_landmark,accepted,search20-stage1-query-variants@1
g150-139,g150-139-v2,Dinh Y Na Au Co Kinh Bac Bac Ninh,Đình Y Na Âu Cơ Kinh Bắc Bắc Ninh,ORTHOGRAPHIC_IME,strip_diacritics,,SINGLE,partial|landmark|street|name_area|typo|lang_vi,osm:way/1415901265,osm:way/1415901265,code_transit_landmark,accepted,search20-stage1-query-variants@1
g150-139,g150-139-v3,Đình làng Y Na 59 Âu Cơ,Đình Y Na Âu Cơ Kinh Bắc Bắc Ninh,ALIAS,name_address,,CLEAN,name_address|landmark|name_area|lang_vi,osm:way/1415901265,osm:way/1415901265,code_transit_landmark,accepted,search20-stage1-query-variants@1
g150-139,g150-139-v4,Đình Y Na Tiền An Bắc Ninh,Đình Y Na Âu Cơ Kinh Bắc Bắc Ninh,ALIAS,name_area,,CLEAN,name_area|landmark|street|lang_vi,osm:way/1415901265,osm:way/1415901265,code_transit_landmark,accepted,search20-stage1-query-variants@1
g150-139,g150-139-v5,Đình Y Na Aau Cơ Kinh Bắc Bắc Ninh,Đình Y Na Âu Cơ Kinh Bắc Bắc Ninh,ORTHOGRAPHIC_IME,telex_leftover,telex_vowel_marker,SINGLE,partial|landmark|street|name_area|typo|lang_vi,osm:way/1415901265,osm:way/1415901265,code_transit_landmark,accepted,search20-stage1-query-variants@1
g150-139,g150-139-v6,Đình Y La Âu Cơ Kinh Bắc Bắc Ninh,Đình Y Na Âu Cơ Kinh Bắc Bắc Ninh,PHONOLOGICAL,phonological_confusion,,SINGLE,partial|landmark|street|name_area|typo|lang_vi,osm:way/1415901265,osm:way/1415901265,code_transit_landmark,accepted,search20-stage1-query-variants@1
g150-140,g150-140-v1,Bến xe Hạnh Cafe Phong Châu Nha Trang,Bến xe Hạnh Cafe Phong Châu Nha Trang,CLEAN,canonical,,CLEAN,exact_name|landmark|street|name_area|lang_mixed,osm:node/7145856392,osm:node/7145856392,code_transit_landmark,accepted,search20-stage1-query-variants@1
g150-140,g150-140-v2,Ben xe Hanh Cafe Phong Chau Nha Trang,Bến xe Hạnh Cafe Phong Châu Nha Trang,ORTHOGRAPHIC_IME,strip_diacritics,,SINGLE,partial|landmark|street|name_area|typo|lang_mixed,osm:node/7145856392,osm:node/7145856392,code_transit_landmark,accepted,search20-stage1-query-variants@1
g150-140,g150-140-v3,Nhà xe Hạnh Cafe 108 Phong Châu,Bến xe Hạnh Cafe Phong Châu Nha Trang,ALIAS,name_address,,CLEAN,name_address|landmark|name_area|lang_mixed,osm:node/7145856392,osm:node/7145856392,code_transit_landmark,accepted,search20-stage1-query-variants@1
g150-140,g150-140-v4,Hanh cafe bus Nha Trang Khánh Hòa,Bến xe Hạnh Cafe Phong Châu Nha Trang,ALIAS,name_area,,CLEAN,name_area|landmark|street|lang_mixed,osm:node/7145856392,osm:node/7145856392,code_transit_landmark,accepted,search20-stage1-query-variants@1
g150-140,g150-140-v5,Bến xe Hạnh Cafe Phong Chaau Nha Trang,Bến xe Hạnh Cafe Phong Châu Nha Trang,ORTHOGRAPHIC_IME,telex_leftover,telex_vowel_marker,SINGLE,partial|landmark|street|name_area|typo|lang_mixed,osm:node/7145856392,osm:node/7145856392,code_transit_landmark,accepted,search20-stage1-query-variants@1
g150-140,g150-140-v6,Bến xe Hạnh Cafe Phong Châu Nha Chang,Bến xe Hạnh Cafe Phong Châu Nha Trang,PHONOLOGICAL,phonological_confusion,,SINGLE,partial|landmark|street|name_area|typo|lang_mixed,osm:node/7145856392,osm:node/7145856392,code_transit_landmark,accepted,search20-stage1-query-variants@1
g150-141,g150-141-v1,Chùa Báo Quốc Đường Bảo Quốc Huế,Chùa Báo Quốc Đường Bảo Quốc Huế,CLEAN,canonical,,CLEAN,exact_name|landmark|street|name_area|lang_vi,osm:way/1170979640,osm:way/1170979640,code_transit_landmark,accepted,search20-stage1-query-variants@1
g150-141,g150-141-v2,Chua Bao Quoc Duong Bao Quoc Hue,Chùa Báo Quốc Đường Bảo Quốc Huế,ORTHOGRAPHIC_IME,strip_diacritics,,SINGLE,partial|landmark|street|name_area|typo|lang_vi,osm:way/1170979640,osm:way/1170979640,code_transit_landmark,accepted,search20-stage1-query-variants@1
g150-141,g150-141-v3,Chùa Báo Quốc Đ. Bảo Quốc Huế,Chùa Báo Quốc Đường Bảo Quốc Huế,ALIAS,abbreviation,,CLEAN,abbreviation|landmark|street|name_area|lang_vi,osm:way/1170979640,osm:way/1170979640,code_transit_landmark,accepted,search20-stage1-query-variants@1
g150-141,g150-141-v4,Chùa Báo Quốc 17 Bảo Quốc,Chùa Báo Quốc Đường Bảo Quốc Huế,ALIAS,name_address,,CLEAN,name_address|landmark|name_area|lang_vi,osm:way/1170979640,osm:way/1170979640,code_transit_landmark,accepted,search20-stage1-query-variants@1
g150-141,g150-141-v5,Chùa Báo Quoocs Đường Bảo Quốc Huế,Chùa Báo Quốc Đường Bảo Quốc Huế,ORTHOGRAPHIC_IME,telex_leftover,telex_vowel_marker,SINGLE,partial|landmark|street|name_area|typo|lang_vi,osm:way/1170979640,osm:way/1170979640,code_transit_landmark,accepted,search20-stage1-query-variants@1
g150-141,g150-141-v6,Chùa Báo Qốuc Đường Bảo Quốc Huế,Chùa Báo Quốc Đường Bảo Quốc Huế,MECHANICAL_TYPO,char_transpose,,SINGLE,partial|landmark|street|name_area|typo|lang_vi,osm:way/1170979640,osm:way/1170979640,code_transit_landmark,accepted,search20-stage1-query-variants@1
g150-142,g150-142-v1,Văn phòng Phương Trang Nha Trang Trần Hưng Đạo,Văn phòng Phương Trang Nha Trang Trần Hưng Đạo,CLEAN,canonical,,CLEAN,exact_name|landmark|street|name_area|lang_vi,osm:node/7055899785,osm:node/7055899785,code_transit_landmark,accepted,search20-stage1-query-variants@1
g150-142,g150-142-v2,Van phong Phuong Trang Nha Trang Tran Hung Dao,Văn phòng Phương Trang Nha Trang Trần Hưng Đạo,ORTHOGRAPHIC_IME,strip_diacritics,,SINGLE,partial|landmark|street|name_area|typo|lang_vi,osm:node/7055899785,osm:node/7055899785,code_transit_landmark,accepted,search20-stage1-query-variants@1
g150-142,g150-142-v3,Phuong Nam Express Office 14 Trần Hưng Đạo,Văn phòng Phương Trang Nha Trang Trần Hưng Đạo,ALIAS,name_address,,CLEAN,name_address|landmark|name_area|lang_vi,osm:node/7055899785,osm:node/7055899785,code_transit_landmark,accepted,search20-stage1-query-variants@1
g150-142,g150-142-v4,Bến xe Phương Nam Nha Trang,Văn phòng Phương Trang Nha Trang Trần Hưng Đạo,ALIAS,short_name,,CLEAN,short_name|landmark|street|name_area|lang_vi,osm:node/7055899785,osm:node/7055899785,code_transit_landmark,accepted,search20-stage1-query-variants@1
g150-142,g150-142-v5,Văn phòng Phương Trang Nha Trang Traanf Hưng Đạo,Văn phòng Phương Trang Nha Trang Trần Hưng Đạo,ORTHOGRAPHIC_IME,telex_leftover,telex_vowel_marker,SINGLE,partial|landmark|street|name_area|typo|lang_vi,osm:node/7055899785,osm:node/7055899785,code_transit_landmark,accepted,search20-stage1-query-variants@1
g150-142,g150-142-v6,Văn phòng Phương Chang Nha Trang Trần Hưng Đạo,Văn phòng Phương Trang Nha Trang Trần Hưng Đạo,PHONOLOGICAL,phonological_confusion,,SINGLE,partial|landmark|street|name_area|typo|lang_vi,osm:node/7055899785,osm:node/7055899785,code_transit_landmark,accepted,search20-stage1-query-variants@1
g150-143,g150-143-v1,Nhà Dát Vàng Cần Thơ Đường số 6 Tân An,Nhà Dát Vàng Cần Thơ Đường số 6 Tân An,CLEAN,canonical,,CLEAN,exact_name|landmark|street|name_area|lang_vi,osm:way/1227132982,osm:way/1227132982,code_transit_landmark,accepted,search20-stage1-query-variants@1
g150-143,g150-143-v2,Nha Dat Vang Can Tho Duong so 6 Tan An,Nhà Dát Vàng Cần Thơ Đường số 6 Tân An,ORTHOGRAPHIC_IME,strip_diacritics,,SINGLE,partial|landmark|street|name_area|typo|lang_vi,osm:way/1227132982,osm:way/1227132982,code_transit_landmark,accepted,search20-stage1-query-variants@1
g150-143,g150-143-v3,Điểm tham quan Nhà Dát Vàng Cần Thơ,Nhà Dát Vàng Cần Thơ Đường số 6 Tân An,ALIAS,short_name,,CLEAN,short_name|landmark|street|name_area|lang_vi,osm:way/1227132982,osm:way/1227132982,code_transit_landmark,accepted,search20-stage1-query-variants@1
g150-143,g150-143-v4,Nhà Dát Vàng Cần Thơ Đ. số 6 Tân An,Nhà Dát Vàng Cần Thơ Đường số 6 Tân An,ALIAS,abbreviation,,CLEAN,abbreviation|landmark|street|name_area|lang_vi,osm:way/1227132982,osm:way/1227132982,code_transit_landmark,accepted,search20-stage1-query-variants@1
g150-143,g150-143-v5,Nhà Ddaast Vàng Cần Thơ Đường số 6 Tân An,Nhà Dát Vàng Cần Thơ Đường số 6 Tân An,ORTHOGRAPHIC_IME,telex_leftover,telex_dd,SINGLE,partial|landmark|street|name_area|typo|lang_vi,osm:way/1227132982,osm:way/1227132982,code_transit_landmark,accepted,search20-stage1-query-variants@1
g150-143,g150-143-v6,Nhà Dát Vàng Cần Thơ Đường xố 6 Tân An,Nhà Dát Vàng Cần Thơ Đường số 6 Tân An,PHONOLOGICAL,phonological_confusion,,SINGLE,partial|landmark|street|name_area|typo|lang_vi,osm:way/1227132982,osm:way/1227132982,code_transit_landmark,accepted,search20-stage1-query-variants@1
g150-144,g150-144-v1,Bến xe Cam Ranh Lê Duẩn,Bến xe Cam Ranh Lê Duẩn,CLEAN,canonical,,CLEAN,exact_name|landmark|street|lang_vi,osm:way/1408821725,osm:way/1408821725,code_transit_landmark,accepted,search20-stage1-query-variants@1
g150-144,g150-144-v2,Ben xe Cam Ranh Le Duan,Bến xe Cam Ranh Lê Duẩn,ORTHOGRAPHIC_IME,strip_diacritics,,SINGLE,partial|landmark|street|typo|lang_vi,osm:way/1408821725,osm:way/1408821725,code_transit_landmark,accepted,search20-stage1-query-variants@1
g150-144,g150-144-v3,BX Cam Ranh Khánh Hòa,Bến xe Cam Ranh Lê Duẩn,ALIAS,abbreviation,,CLEAN,abbreviation|landmark|street|lang_vi,osm:way/1408821725,osm:way/1408821725,code_transit_landmark,accepted,search20-stage1-query-variants@1
g150-144,g150-144-v4,Bến xe khách Cam Ranh số 1 Lê Duẩn,Bến xe Cam Ranh Lê Duẩn,ALIAS,name_address,,CLEAN,name_address|landmark|lang_vi,osm:way/1408821725,osm:way/1408821725,code_transit_landmark,accepted,search20-stage1-query-variants@1
g150-144,g150-144-v5,Bến xe Cam Ranh Lee Duẩn,Bến xe Cam Ranh Lê Duẩn,ORTHOGRAPHIC_IME,telex_leftover,telex_vowel_marker,SINGLE,partial|landmark|street|typo|lang_vi,osm:way/1408821725,osm:way/1408821725,code_transit_landmark,accepted,search20-stage1-query-variants@1
g150-144,g150-144-v6,Bến xe Cam Ranh Lê Giuẩn,Bến xe Cam Ranh Lê Duẩn,PHONOLOGICAL,phonological_confusion,,SINGLE,partial|landmark|street|typo|lang_vi,osm:way/1408821725,osm:way/1408821725,code_transit_landmark,accepted,search20-stage1-query-variants@1
g150-145,g150-145-v1,Chùa Liên Trí Chơn Như QL51 Đồng Nai,Chùa Liên Trí Chơn Như QL51 Đồng Nai,CLEAN,canonical,,CLEAN,exact_name|landmark|street|name_area|lang_vi,osm:node/11244217845,osm:node/11244217845,code_transit_landmark,accepted,search20-stage1-query-variants@1
g150-145,g150-145-v2,Chua Lien Tri Chon Nhu QL51 Dong Nai,Chùa Liên Trí Chơn Như QL51 Đồng Nai,ORTHOGRAPHIC_IME,strip_diacritics,,SINGLE,partial|landmark|street|name_area|typo|lang_vi,osm:node/11244217845,osm:node/11244217845,code_transit_landmark,accepted,search20-stage1-query-variants@1
g150-145,g150-145-v3,Chùa Liên Trí Long Hưng,Chùa Liên Trí Chơn Như QL51 Đồng Nai,ALIAS,name_area,,CLEAN,name_area|landmark|street|lang_vi,osm:node/11244217845,osm:node/11244217845,code_transit_landmark,accepted,search20-stage1-query-variants@1
g150-145,g150-145-v4,Chùa Liên Trí Chơn Như 289 QL 51,Chùa Liên Trí Chơn Như QL51 Đồng Nai,ALIAS,name_address,,CLEAN,name_address|landmark|name_area|lang_vi,osm:node/11244217845,osm:node/11244217845,code_transit_landmark,accepted,search20-stage1-query-variants@1
g150-145,g150-145-v5,Chùa Lieen Trí Chơn Như QL51 Đồng Nai,Chùa Liên Trí Chơn Như QL51 Đồng Nai,ORTHOGRAPHIC_IME,telex_leftover,telex_vowel_marker,SINGLE,partial|landmark|street|name_area|typo|lang_vi,osm:node/11244217845,osm:node/11244217845,code_transit_landmark,accepted,search20-stage1-query-variants@1
g150-145,g150-145-v6,Chùa Liên Chí Chơn Như QL51 Đồng Nai,Chùa Liên Trí Chơn Như QL51 Đồng Nai,PHONOLOGICAL,phonological_confusion,,SINGLE,partial|landmark|street|name_area|typo|lang_vi,osm:node/11244217845,osm:node/11244217845,code_transit_landmark,accepted,search20-stage1-query-variants@1
g150-146,g150-146-v1,Bến Xe Liên Tỉnh Đà Lạt Tô Hiến Thành,Bến Xe Liên Tỉnh Đà Lạt Tô Hiến Thành,CLEAN,canonical,,CLEAN,exact_name|landmark|street|name_area|lang_vi,osm:node/1152317718,osm:node/1152317718,code_transit_landmark,accepted,search20-stage1-query-variants@1
g150-146,g150-146-v2,Ben Xe Lien Tinh Da Lat To Hien Thanh,Bến Xe Liên Tỉnh Đà Lạt Tô Hiến Thành,ORTHOGRAPHIC_IME,strip_diacritics,,SINGLE,partial|landmark|street|name_area|typo|lang_vi,osm:node/1152317718,osm:node/1152317718,code_transit_landmark,accepted,search20-stage1-query-variants@1
g150-146,g150-146-v3,Bến xe liên tỉnh Lâm Đồng,Bến Xe Liên Tỉnh Đà Lạt Tô Hiến Thành,ALIAS,name_area,,CLEAN,name_area|landmark|street|lang_vi,osm:node/1152317718,osm:node/1152317718,code_transit_landmark,accepted,search20-stage1-query-variants@1
g150-146,g150-146-v4,Bến xe Phương Trang Đà Lạt Tô Hiến Thành,Bến Xe Liên Tỉnh Đà Lạt Tô Hiến Thành,ALIAS,short_name,,CLEAN,short_name|landmark|street|name_area|lang_vi,osm:node/1152317718,osm:node/1152317718,code_transit_landmark,accepted,search20-stage1-query-variants@1
g150-146,g150-146-v5,Bến Xe Lieen Tỉnh Đà Lạt Tô Hiến Thành,Bến Xe Liên Tỉnh Đà Lạt Tô Hiến Thành,ORTHOGRAPHIC_IME,telex_leftover,telex_vowel_marker,SINGLE,partial|landmark|street|name_area|typo|lang_vi,osm:node/1152317718,osm:node/1152317718,code_transit_landmark,accepted,search20-stage1-query-variants@1
g150-146,g150-146-v6,Bến Xe Niên Tỉnh Đà Lạt Tô Hiến Thành,Bến Xe Liên Tỉnh Đà Lạt Tô Hiến Thành,PHONOLOGICAL,phonological_confusion,,SINGLE,partial|landmark|street|name_area|typo|lang_vi,osm:node/1152317718,osm:node/1152317718,code_transit_landmark,accepted,search20-stage1-query-variants@1
g150-147,g150-147-v1,Chè Cô Hương An Đà Hải Phòng,Chè Cô Hương An Đà Hải Phòng,CLEAN,canonical,,CLEAN,exact_name|category|street|name_area|lang_vi,osm:node/5938438385,osm:node/5938438385,code_transit_landmark,accepted,search20-stage1-query-variants@1
g150-147,g150-147-v2,Che Co Huong An Da Hai Phong,Chè Cô Hương An Đà Hải Phòng,ORTHOGRAPHIC_IME,strip_diacritics,,SINGLE,partial|category|street|name_area|typo|lang_vi,osm:node/5938438385,osm:node/5938438385,code_transit_landmark,accepted,search20-stage1-query-variants@1
g150-147,g150-147-v3,Quán Chè Cô Hương 142 An Đà,Chè Cô Hương An Đà Hải Phòng,ALIAS,name_address,,CLEAN,name_address|category|name_area|lang_vi,osm:node/5938438385,osm:node/5938438385,code_transit_landmark,accepted,search20-stage1-query-variants@1
g150-147,g150-147-v4,Chè Cô Hương Ngô Quyền Hải Phòng,Chè Cô Hương An Đà Hải Phòng,ALIAS,name_area,,CLEAN,name_area|category|street|lang_vi,osm:node/5938438385,osm:node/5938438385,code_transit_landmark,accepted,search20-stage1-query-variants@1
g150-147,g150-147-v5,Chè Cô Huowng An Đà Hải Phòng,Chè Cô Hương An Đà Hải Phòng,ORTHOGRAPHIC_IME,telex_leftover,telex_vowel_marker,SINGLE,partial|category|street|name_area|typo|lang_vi,osm:node/5938438385,osm:node/5938438385,code_transit_landmark,accepted,search20-stage1-query-variants@1
